 # webanno.custom.INSTRUMENTO | Feature_Instrumento
#id=1
#text=Deputados gostaram tanto da comissão parlamentar ao BES que esperam que o BPI ou o BCP vão à falência em breve [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
1-1	Deputados	_	
1-2	gostaram	_	
1-3	tanto	_	
1-4	da	_	
1-5	comissão	_	
1-6	parlamentar	_	
1-7	ao	_	
1-8	BES	_	
1-9	que	_	
1-10	esperam	_	
1-11	que	_	
1-12	o	_	
1-13	BPI	_	
1-14	ou	_	
1-15	o	_	
1-16	BCP	_	
1-17	vão	_	
1-18	à	_	
1-19	falência	_	
1-20	em	_	
1-21	breve	_	
1-22	[	_	
1-23	[	_	
1-24	ANOTACAO_RECURSO_ESTILISTICO	Paradoxo	
1-25	]	_	
1-26	]	_	

#id=2
#text=Activista negra que afinal era branca percebe perfeitamente a mudança do Jorge Jesus do Benfica para o Sporting [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
2-1	Activista	_	
2-2	negra	_	
2-3	que	_	
2-4	afinal	_	
2-5	era	_	
2-6	branca	_	
2-7	percebe	_	
2-8	perfeitamente	_	
2-9	a	_	
2-10	mudança	_	
2-11	do	_	
2-12	Jorge	_	
2-13	Jesus	_	
2-14	do	_	
2-15	Benfica	_	
2-16	para	_	
2-17	o	_	
2-18	Sporting	_	
2-19	[	_	
2-20	[	_	
2-21	ANOTACAO_RECURSO_ESTILISTICO	Metáfora|Paradoxo|Imparidade	
2-22	]	_	
2-23	]	_	

#id=3
#text=Jorge Jesus contente por chegar a um clube de nobres onde toda a gente sabe quem é o D’Artagnan [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
3-1	Jorge	_	
3-2	Jesus	_	
3-3	contente	_	
3-4	por	_	
3-5	chegar	_	
3-6	a	_	
3-7	um	_	
3-8	clube	_	
3-9	de	_	
3-10	nobres	_	
3-11	onde	_	
3-12	toda	_	
3-13	a	_	
3-14	gente	_	
3-15	sabe	_	
3-16	quem	_	
3-17	é	_	
3-18	o	_	
3-19	D’Artagnan	_	
3-20	[	_	
3-21	[	_	
3-22	ANOTACAO_RECURSO_ESTILISTICO	Imparidade	
3-23	]	_	
3-24	]	_	

#id=4
#text=Luís Filipe Vieira exige que Jorge Jesus aposte na formação e tenha o salário de um treinador dos juvenis [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
4-1	Luís	_	
4-2	Filipe	_	
4-3	Vieira	_	
4-4	exige	_	
4-5	que	_	
4-6	Jorge	_	
4-7	Jesus	_	
4-8	aposte	_	
4-9	na	_	
4-10	formação	_	
4-11	e	_	
4-12	tenha	_	
4-13	o	_	
4-14	salário	_	
4-15	de	_	
4-16	um	_	
4-17	treinador	_	
4-18	dos	_	
4-19	juvenis	_	
4-20	[	_	
4-21	[	_	
4-22	ANOTACAO_RECURSO_ESTILISTICO	Outro	
4-23	]	_	
4-24	]	_	

#id=5
#text=Passos avisa que se algum português contrair o vírus da síndrome respiratória é porque esteve a respirar acima das suas possibilidades [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
5-1	Passos	_	
5-2	avisa	_	
5-3	que	_	
5-4	se	_	
5-5	algum	_	
5-6	português	_	
5-7	contrair	_	
5-8	o	_	
5-9	vírus	_	
5-10	da	_	
5-11	síndrome	_	
5-12	respiratória	_	
5-13	é	_	
5-14	porque	_	
5-15	esteve	_	
5-16	a	_	
5-17	respirar	_	
5-18	acima	_	
5-19	das	_	
5-20	suas	_	
5-21	possibilidades	_	
5-22	[	_	
5-23	[	_	
5-24	ANOTACAO_RECURSO_ESTILISTICO	Paradoxo	
5-25	]	_	
5-26	]	_	

#id=6
#text=Brokeback Mountain 2 : Bruno de Carvalho e Jorge Jesus falam horas ao telemóvel de madrugada [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
