 # webanno.custom.INSTRUMENTO | Feature_Instrumento
#id=1
#text=Ricardo Salgado tatuou planta da prisão da Carregueira nas costas antes de ser detido [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
1-1	Ricardo	_	
1-2	Salgado	_	
1-3	tatuou	_	
1-4	planta	_	
1-5	da	_	
1-6	prisão	_	
1-7	da	_	
1-8	Carregueira	_	
1-9	nas	_	
1-10	costas	_	
1-11	antes	_	
1-12	de	_	
1-13	ser	_	
1-14	detido	_	
1-15	[	_	
1-16	[	_	
1-17	ANOTACAO_RECURSO_ESTILISTICO	Hipérbole|Imparidade	
1-18	]	_	
1-19	]	_	

#id=2
#text=Ronaldo cita o Papa dizendo que ‘ninguém vence sozinho’ e Francisco cita Ronaldo e diz que ‘o meu empresário é que está a tratar disso’ [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
2-1	Ronaldo	_	
2-2	cita	_	
2-3	o	_	
2-4	Papa	_	
2-5	dizendo	_	
2-6	que	_	
2-7	‘ninguém	_	
2-8	vence	_	
2-9	sozinho’	_	
2-10	e	_	
2-11	Francisco	_	
2-12	cita	_	
2-13	Ronaldo	_	
2-14	e	_	
2-15	diz	_	
2-16	que	_	
2-17	‘o	_	
2-18	meu	_	
2-19	empresário	_	
2-20	é	_	
2-21	que	_	
2-22	está	_	
2-23	a	_	
2-24	tratar	_	
2-25	disso’	_	
2-26	[	_	
2-27	[	_	
2-28	ANOTACAO_RECURSO_ESTILISTICO	Imparidade	
2-29	]	_	
2-30	]	_	

#id=3
#text=Já não há bilhetes para a Comissão Nacional do PS de amanhã [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
3-1	Já	_	
3-2	não	_	
3-3	há	_	
3-4	bilhetes	_	
3-5	para	_	
3-6	a	_	
3-7	Comissão	_	
3-8	Nacional	_	
3-9	do	_	
3-10	PS	_	
3-11	de	_	
3-12	amanhã	_	
3-13	[	_	
3-14	[	_	
3-15	ANOTACAO_RECURSO_ESTILISTICO	Metáfora	
3-16	]	_	
3-17	]	_	

#id=4
#text=Cavaco Silva condecora Paulo Bento e os jogadores da Selecção Nacional porque afinal levar 4 batatas da Alemanha foi um grande resultado [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
4-1	Cavaco	_	
4-2	Silva	_	
4-3	condecora	_	
4-4	Paulo	_	
4-5	Bento	_	
4-6	e	_	
4-7	os	_	
4-8	jogadores	_	
4-9	da	_	
4-10	Selecção	_	
4-11	Nacional	_	
4-12	porque	_	
4-13	afinal	_	
4-14	levar	_	
4-15	4	_	
4-16	batatas	_	
4-17	da	_	
4-18	Alemanha	_	
4-19	foi	_	
4-20	um	_	
4-21	grande	_	
4-22	resultado	_	
4-23	[	_	
4-24	[	_	
