 # webanno.custom.INSTRUMENTO | Feature_Instrumento
#id=1
#text=Portugueses trocam casas por autocaravanas porque é mais difícil ao Fisco penhorar uma casa que se mexe [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
1-1	Portugueses	_	
1-2	trocam	_	
1-3	casas	_	
1-4	por	_	
1-5	autocaravanas	_	
1-6	porque	_	
1-7	é	_	
1-8	mais	_	
1-9	difícil	_	
1-10	ao	_	
1-11	Fisco	_	
1-12	penhorar	_	
1-13	uma	_	
1-14	casa	_	
1-15	que	_	
1-16	se	_	
1-17	mexe	_	
1-18	[	_	
1-19	[	_	
1-20	ANOTACAO_RECURSO_ESTILISTICO	Outro	
1-21	]	_	
1-22	]	_	

#id=2
#text=Jackson Martinez feliz por ir para o Atlético Madrid , onde não há tanta gente a falar espanhol como no balneário do FC Porto [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
2-1	Jackson	_	
2-2	Martinez	_	
2-3	feliz	_	
2-4	por	_	
2-5	ir	_	
2-6	para	_	
2-7	o	_	
2-8	Atlético	_	
2-9	Madrid	_	
2-10	,	_	
2-11	onde	_	
2-12	não	_	
2-13	há	_	
2-14	tanta	_	
2-15	gente	_	
2-16	a	_	
2-17	falar	_	
2-18	espanhol	_	
2-19	como	_	
2-20	no	_	
2-21	balneário	_	
2-22	do	_	
2-23	FC	_	
2-24	Porto	_	
2-25	[	_	
2-26	[	_	
2-27	ANOTACAO_RECURSO_ESTILISTICO	Paradoxo|Hipérbole	
2-28	]	_	
2-29	]	_	

#id=3
#text=Ronaldo entra em filme de Scorsese mas Messi é que vai ganhar o Óscar [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
3-1	Ronaldo	_	
3-2	entra	_	
3-3	em	_	
3-4	filme	_	
3-5	de	_	
3-6	Scorsese	_	
3-7	mas	_	
3-8	Messi	_	
3-9	é	_	
3-10	que	_	
3-11	vai	_	
3-12	ganhar	_	
3-13	o	_	
3-14	Óscar	_	
3-15	[	_	
3-16	[	_	
3-17	ANOTACAO_RECURSO_ESTILISTICO	Paradoxo	
3-18	]	_	
3-19	]	_	

#id=4
#text=Morreu a gata que dirigia uma estação de comboios no Japão e o orçamento do Estado em Portugal [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
4-1	Morreu	_	
4-2	a	_	
4-3	gata	_	
4-4	que	_	
4-5	dirigia	_	
4-6	uma	_	
4-7	estação	_	
4-8	de	_	
4-9	comboios	_	
4-10	no	_	
4-11	Japão	_	
4-12	e	_	
4-13	o	_	
4-14	orçamento	_	
4-15	do	_	
4-16	Estado	_	
4-17	em	_	
4-18	Portugal	_	
4-19	[	_	
4-20	[	_	
4-21	ANOTACAO_RECURSO_ESTILISTICO	Paradoxo|Imparidade	
4-22	]	_	
4-23	]	_	

#id=5
#text=Sporting condena Godinho Lopes a ser líder dos No Name Boys [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
5-1	Sporting	_	
5-2	condena	_	
5-3	Godinho	_	
5-4	Lopes	_	
5-5	a	_	
5-6	ser	_	
5-7	líder	_	
5-8	dos	_	
5-9	No	_	
5-10	Name	_	
5-11	Boys	_	
5-12	[	_	
5-13	[	_	
5-14	ANOTACAO_RECURSO_ESTILISTICO	Imparidade	
5-15	]	_	
5-16	]	_	

#id=6
#text=Banda psicadélica Pink Floyd e partido psicadélico CDS-PP acabam na mesma semana [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
6-1	Banda	_	
6-2	psicadélica	_	
6-3	Pink	_	
6-4	Floyd	_	
6-5	e	_	
6-6	partido	_	
6-7	psicadélico	_	
6-8	CDS-PP	_	
6-9	acabam	_	
6-10	na	_	
6-11	mesma	_	
6-12	semana	_	
6-13	[	_	
6-14	[	_	
6-15	ANOTACAO_RECURSO_ESTILISTICO	Imparidade	
6-16	]	_	
6-17	]	_	

#id=7
#text=José Sócrates já está farto das visitas diárias de Mário Soares e manda dizer que não está em casa [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
7-1	José	_	
7-2	Sócrates	_	
7-3	já	_	
7-4	está	_	
7-5	farto	_	
7-6	das	_	
7-7	visitas	_	
7-8	diárias	_	
7-9	de	_	
7-10	Mário	_	
7-11	Soares	_	
7-12	e	_	
7-13	manda	_	
7-14	dizer	_	
7-15	que	_	
7-16	não	_	
7-17	está	_	
7-18	em	_	
7-19	casa	_	
7-20	[	_	
7-21	[	_	
7-22	ANOTACAO_RECURSO_ESTILISTICO	Paradoxo	
7-23	]	_	
7-24	]	_	

#id=8
#text=TVI já descongelou dezenas de correspondentes que cobrem os incêndios de Verão [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
8-1	TVI	_	
8-2	já	_	
8-3	descongelou	_	
8-4	dezenas	_	
8-5	de	_	
8-6	correspondentes	_	
8-7	que	_	
8-8	cobrem	_	
8-9	os	_	
8-10	incêndios	_	
8-11	de	_	
8-12	Verão	_	
8-13	[	_	
8-14	[	_	
8-15	ANOTACAO_RECURSO_ESTILISTICO	Outro	
8-16	]	_	
8-17	]	_	

#id=9
#text=FC Porto pede resgate à troika de 34 mil milhões de euros para pagar os 3 anos de salários de Iker Casillas [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
9-1	FC	_	
9-2	Porto	_	
9-3	pede	_	
9-4	resgate	_	
9-5	à	_	
9-6	troika	_	
9-7	de	_	
9-8	34	_	
9-9	mil	_	
9-10	milhões	_	
9-11	de	_	
9-12	euros	_	
9-13	para	_	
9-14	pagar	_	
9-15	os	_	
9-16	3	_	
9-17	anos	_	
9-18	de	_	
9-19	salários	_	
9-20	de	_	
9-21	Iker	_	
9-22	Casillas	_	
9-23	[	_	
9-24	[	_	
9-25	ANOTACAO_RECURSO_ESTILISTICO	Imparidade	
9-26	]	_	
9-27	]	_	

#id=10
#text=Passos Coelho também usa os Simpsons para atacar António Costa : “Caro Apu , se é guerra que quer é guerra que terá“ [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
10-1	Passos	_	
10-2	Coelho	_	
10-3	também	_	
10-4	usa	_	
10-5	os	_	
10-6	Simpsons	_	
10-7	para	_	
10-8	atacar	_	
10-9	António	_	
10-10	Costa	_	
10-11	:	_	
10-12	“Caro	_	
10-13	Apu	_	
10-14	,	_	
10-15	se	_	
10-16	é	_	
10-17	guerra	_	
10-18	que	_	
10-19	quer	_	
10-20	é	_	
10-21	guerra	_	
10-22	que	_	
10-23	terá“	_	
10-24	[	_	
10-25	[	_	
10-26	ANOTACAO_RECURSO_ESTILISTICO	Metáfora	
10-27	]	_	
10-28	]	_	

#id=11
#text=Estado da Nação : Passos defende a ideia de que ordenado de 233 mil euros por semana de Mourinho é a prova de que a austeridade valeu a pena [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
11-1	Estado	_	
11-2	da	_	
11-3	Nação	_	
11-4	:	_	
11-5	Passos	_	
11-6	defende	_	
11-7	a	_	
11-8	ideia	_	
11-9	de	_	
11-10	que	_	
11-11	ordenado	_	
11-12	de	_	
11-13	233	_	
11-14	mil	_	
11-15	euros	_	
11-16	por	_	
11-17	semana	_	
11-18	de	_	
11-19	Mourinho	_	
11-20	é	_	
11-21	a	_	
11-22	prova	_	
