 # webanno.custom.INSTRUMENTO | Feature_Instrumento
#id=1
#text=‘Troika’ exige ajustamento dietético aos portugueses após os excessos do Natal [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
1-1	‘Troika’	_	
1-2	exige	_	
1-3	ajustamento	_	
1-4	dietético	_	
1-5	aos	_	
1-6	portugueses	_	
1-7	após	_	
1-8	os	_	
1-9	excessos	_	
1-10	do	_	
1-11	Natal	_	
1-12	[	_	
1-13	[	_	
1-14	ANOTACAO_RECURSO_ESTILISTICO	Imparidade	
1-15	]	_	
1-16	]	_	

#id=2
#text=Sporting não quis isolar-se no campeonato porque jogadores são muito jovens e têm medo de estar sozinhos [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
2-1	Sporting	_	
2-2	não	_	
2-3	quis	_	
2-4	isolar-se	_	
2-5	no	_	
2-6	campeonato	_	
2-7	porque	_	
2-8	jogadores	_	
2-9	são	_	
2-10	muito	_	
2-11	jovens	_	
2-12	e	_	
2-13	têm	_	
2-14	medo	_	
2-15	de	_	
2-16	estar	_	
2-17	sozinhos	_	
2-18	[	_	
2-19	[	_	
2-20	ANOTACAO_RECURSO_ESTILISTICO	Paradoxo|Hipérbole	
2-21	]	_	
2-22	]	_	

#id=3
#text=GNR com subsídio de farda de 25 euros mas José Castelo Branco adverte que ninguém se veste decentemente por menos de 80 mil [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
3-1	GNR	_	
3-2	com	_	
3-3	subsídio	_	
3-4	de	_	
3-5	farda	_	
3-6	de	_	
3-7	25	_	
3-8	euros	_	
3-9	mas	_	
3-10	José	_	
3-11	Castelo	_	
3-12	Branco	_	
3-13	adverte	_	
3-14	que	_	
3-15	ninguém	_	
3-16	se	_	
3-17	veste	_	
3-18	decentemente	_	
3-19	por	_	
3-20	menos	_	
3-21	de	_	
3-22	80	_	
3-23	mil	_	
3-24	[	_	
3-25	[	_	
3-26	ANOTACAO_RECURSO_ESTILISTICO	Hipérbole|Imparidade	
3-27	]	_	
3-28	]	_	

#id=4
#text='Borda d'Água ' aconselha os árbitros a terem moderação na 'fruta ' de comem [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
4-1	'Borda	_	
4-2	d'Água	_	
4-3	'	_	
4-4	aconselha	_	
4-5	os	_	
4-6	árbitros	_	
4-7	a	_	
4-8	terem	_	
4-9	moderação	_	
4-10	na	_	
4-11	'fruta	_	
4-12	'	_	
4-13	de	_	
4-14	comem	_	
4-15	[	_	
4-16	[	_	
4-17	ANOTACAO_RECURSO_ESTILISTICO	Imparidade|Metáfora	
4-18	]	_	
4-19	]	_	

#id=5
#text=Cada rena do Pai Natal apoia uma facção diferente da Esquerda portuguesa [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
5-1	Cada	_	
5-2	rena	_	
5-3	do	_	
5-4	Pai	_	
5-5	Natal	_	
5-6	apoia	_	
5-7	uma	_	
5-8	facção	_	
5-9	diferente	_	
5-10	da	_	
5-11	Esquerda	_	
5-12	portuguesa	_	
5-13	[	_	
5-14	[	_	
5-15	ANOTACAO_RECURSO_ESTILISTICO	Imparidade|Outro	
5-16	]	_	
5-17	]	_	

#id=6
#text=Assunção Esteves quer patrocínios para os 40 anos do 25 de Abril e chaimite evocativa conduzida pelo Ambrósio [ [ ANOTACAO_RECURSO_ESTILISTICO ] ]
6-1	Assunção	_	
6-2	Esteves	_	
6-3	quer	_	
6-4	patrocínios	_	
6-5	para	_	
6-6	os	_	
6-7	40	_	
6-8	anos	_	
6-9	do	_	
6-10	25	_	
6-11	de	_	
6-12	Abril	_	
6-13	e	_	
6-14	chaimite	_	
6-15	evocativa	_	
